"Year","Variables","First Quarter","Second Quarter","Third Quarter","Fourth Quarter"
"2015","BOP_Income_Outflows (Millions of US Dollars)","-456.82","-349.79","-388.25","-310.47"
"2015","BOP_Income_Inflows (Millions of US Dollars)","79.79","165.55","96.68","52.40"
"2015","BOP_Income (net) (Millions of US Dollars)","-377.03","-184.24","-291.58","-258.06"
"2015","BOP_Services_Outflows (Millions of US Dollars)","-1,560.13","-1,916.85","-1,899.44","-1,932.38"
"2015","BOP_Services_Inflows (Millions of US Dollars)","1,204.14","1,651.29","1,612.40","1,674.36"
"2015","BOP_Services (net) (Millions of US Dollars)","-355.99","-265.55","-287.04","-258.02"
"2015","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","-323.49","245.87","394.81","3.04"
"2015","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-461.82","-595.93","-538.12","-450.84"
"2015","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-2,805.28","-2,675.75","-2,889.15","-3,048.16"
"2015","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-3,267.11","-3,271.68","-3,427.27","-3,499.00"
"2015","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","578.03","623.62","517.39","528.63"
"2015","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","445.13","651.11","418.05","416.99"
"2015","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","48.99","50.54","51.68","57.54"
"2015","BOP_Merchandise Exports_Gold (Millions of US Dollars)","817.73","835.72","828.62","730.52"
"2015","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","992.62","553.49","385.43","789.26"
"2015","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","2,882.49","2,714.48","2,201.17","2,522.94"
"2015","BOP_Merchandise Trade Balance (Millions of US Dollars)","-384.62","-557.20","-1,226.10","-976.06"
"2015","BOP_Current Account (Millions of US Dollars)","-708.11","-311.33","-831.29","-973.02"
"2014","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2014","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","894.95","522.36","-935.00","-396.24"
"2014","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2014","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2014","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","894.95","522.36","-935.00","-396.24"
"2014","BOP_Reserves and Related Items (Millions of US Dollars)","894.95","522.36","-935.00","-396.24"
"2014","BOP_Overall Balance (Millions of US Dollars)","-894.95","-522.36","935.00","396.24"
"2014","BOP_Net Errors and Omissions (Millions of US Dollars)","-342.34","342.48","338.64","-483.18"
"2014","BOP_Other investments (Millions of US Dollars)","-488.10","-736.89","839.45","781.35"
"2014","BOP_Direct investments (Millions of US Dollars)","987.50","829.49","621.25","918.75"
"2014","BOP_Capital (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2014","BOP_Transfers_Official (net) (Millions of US Dollars)","1.00","0.00","8.57","0.00"
"2014","BOP_ Financial and Capital Account (Millions of US Dollars)","499.40","92.60","1,460.70","1,700.10"
"2014","BOP_Transfers (net) (Millions of US Dollars)","494.80","438.83","429.49","645.36"
"2014","BOP_Transfers_Private (net) (Millions of US Dollars)","493.80","438.83","420.92","645.36"
"2014","BOP_Income_Inflows (Millions of US Dollars)","30.87","32.00","21.06","26.82"
"2014","BOP_Income_Outflows (Millions of US Dollars)","-501.50","-548.19","-329.10","-449.37"
"2014","BOP_Income (net) (Millions of US Dollars)","-470.62","-516.19","-308.04","-422.55"
"2014","BOP_Services_Outflows (Millions of US Dollars)","-1,225.67","-1,256.33","-1,166.84","-998.05"
"2014","BOP_Services_Inflows (Millions of US Dollars)","364.69","413.11","640.52","626.45"
"2014","BOP_Services (net) (Millions of US Dollars)","-860.98","-843.23","-526.32","-371.60"
"2014","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","-836.81","-920.59","-404.87","-148.79"
"2014","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-986.31","-823.45","-892.75","-991.45"
"2014","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-2,812.34","-2,717.91","-2,540.92","-2,835.08"
"2014","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-3,798.65","-3,541.35","-3,433.67","-3,826.53"
"2014","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","558.07","630.14","524.64","592.96"
"2014","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","953.73","1,069.91","902.09","799.25"
"2014","BOP_Merchandise Exports_Gold (Millions of US Dollars)","1,162.87","1,065.26","1,141.18","1,018.75"
"2014","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","30.85","50.22","51.48","52.50"
"2014","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","877.92","688.98","354.79","691.18"
"2014","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","3,583.45","3,504.50","2,974.20","3,154.64"
"2014","BOP_Current Account (Millions of US Dollars)","-1,052.01","-957.44","-864.34","-820.68"
"2014","BOP_Merchandise Trade Balance (Millions of US Dollars)","-215.20","-36.85","-459.47","-671.89"
"2013","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2013","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2013","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","681.42","618.09","99.55","-699.85"
"2013","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","681.42","618.09","99.55","-699.85"
"2013","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2013","BOP_Overall Balance (Millions of US Dollars)","-681.42","-618.09","-99.55","699.85"
"2013","BOP_Reserves and Related Items (Millions of US Dollars)","681.42","618.09","99.55","-699.85"
"2013","BOP_Other investments (Millions of US Dollars)","501.39","-764.80","502.30","1,553.69"
"2013","BOP_Net Errors and Omissions (Millions of US Dollars)","-639.89","268.43","531.48","-523.36"
"2013","BOP_Direct investments (Millions of US Dollars)","549.72","904.91","899.80","871.90"
"2013","BOP_Capital (net) (Millions of US Dollars)","19.63","27.86","150.88","150.88"
"2013","BOP_ Financial and Capital Account (Millions of US Dollars)","1,070.74","167.97","1,552.98","2,576.47"
"2013","BOP_Transfers_Official (net) (Millions of US Dollars)","7.51","16.04","0.00","56.74"
"2013","BOP_Transfers_Private (net) (Millions of US Dollars)","429.41","541.11","459.13","429.50"
"2013","BOP_Transfers (net) (Millions of US Dollars)","436.92","557.15","459.13","486.24"
"2013","BOP_Income_Inflows (Millions of US Dollars)","86.33","103.20","50.00","45.00"
"2013","BOP_Income_Outflows (Millions of US Dollars)","-341.19","-378.36","-513.28","-403.10"
"2013","BOP_Income (net) (Millions of US Dollars)","-254.86","-275.16","-463.28","-358.10"
"2013","BOP_Services_Outflows (Millions of US Dollars)","-1,469.66","-966.12","-1,493.61","-968.41"
"2013","BOP_Services_Inflows (Millions of US Dollars)","494.66","640.30","700.06","619.02"
"2013","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","-792.94","-43.82","-797.70","-221.24"
"2013","BOP_Services (net) (Millions of US Dollars)","-975.00","-325.82","-793.55","-349.39"
"2013","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-3,259.66","-3,622.84","-3,578.68","-3,588.61"
"2013","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-978.82","-892.22","-739.29","-940.11"
"2013","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-4,238.48","-4,515.06","-4,317.97","-4,528.73"
"2013","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","542.35","660.80","617.00","647.94"
"2013","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","39.36","42.53","42.06","41.81"
"2013","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","1,108.68","896.55","972.04","907.80"
"2013","BOP_Merchandise Exports_Gold (Millions of US Dollars)","1,462.05","1,235.83","1,010.98","1,256.84"
"2013","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","3,919.15","3,504.39","2,931.67","3,396.71"
"2013","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","766.71","668.67","289.58","542.32"
"2013","BOP_Merchandise Trade Balance (Millions of US Dollars)","-319.33","-1,010.67","-1,386.31","-1,132.02"
"2013","BOP_Current Account (Millions of US Dollars)","-1,112.27","-1,054.49","-2,184.01","-1,353.26"
"2012","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2012","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2012","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","477.25","771.73","293.35","-1,088.12"
"2012","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2012","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","477.25","771.73","293.35","-1,088.12"
"2012","BOP_Overall Balance (Millions of US Dollars)","-477.25","-771.73","-293.35","1,088.12"
"2012","BOP_Reserves and Related Items (Millions of US Dollars)","477.25","771.73","293.35","-1,088.12"
"2012","BOP_Net Errors and Omissions (Millions of US Dollars)","352.65","422.61","37.76","-7.84"
"2012","BOP_Direct investments (Millions of US Dollars)","897.52","796.25","1,249.90","349.76"
"2012","BOP_Other investments (Millions of US Dollars)","-820.22","-520.28","-116.96","1,531.89"
"2012","BOP_Capital (net) (Millions of US Dollars)","79.40","58.46","75.85","69.69"
"2012","BOP_Transfers_Official (net) (Millions of US Dollars)","140.28","39.48","54.14","23.92"
"2012","BOP_ Financial and Capital Account (Millions of US Dollars)","156.70","334.43","1,208.79","1,951.34"
"2012","BOP_Transfers_Private (net) (Millions of US Dollars)","866.93","476.76","372.93","430.89"
"2012","BOP_Transfers (net) (Millions of US Dollars)","1,007.21","516.24","427.07","454.81"
"2012","BOP_Income_Outflows (Millions of US Dollars)","-918.57","-640.52","-268.84","-357.31"
"2012","BOP_Income_Inflows (Millions of US Dollars)","5.51","4.96","24.70","20.10"
"2012","BOP_Income (net) (Millions of US Dollars)","-913.06","-635.56","-244.14","-337.21"
"2012","BOP_Services_Outflows (Millions of US Dollars)","-1,597.50","-991.91","-973.44","-672.01"
"2012","BOP_Services_Inflows (Millions of US Dollars)","516.58","914.73","892.33","936.03"
"2012","BOP_Services (net) (Millions of US Dollars)","-1,080.92","-77.18","-81.11","264.02"
"2012","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-633.48","-1,144.83","-763.86","-788.44"
"2012","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","-986.77","-196.49","101.82","381.62"
"2012","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-3,484.45","-3,602.33","-3,580.47","-3,765.31"
"2012","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-4,117.93","-4,747.16","-4,344.33","-4,553.75"
"2012","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","700.13","657.67","740.71","877.55"
"2012","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","479.22","529.16","426.90","538.10"
"2012","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","29.18","30.95","30.74","40.15"
"2012","BOP_Merchandise Exports_Gold (Millions of US Dollars)","1,766.11","1,415.34","1,100.85","1,360.97"
"2012","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","4,118.11","3,414.88","2,702.61","3,316.75"
"2012","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","1,143.47","781.76","403.41","499.98"
"2012","BOP_Merchandise Trade Balance (Millions of US Dollars)","0.18","-1,332.28","-1,641.72","-1,237.00"
"2012","BOP_Current Account (Millions of US Dollars)","-986.60","-1,528.77","-1,539.90","-855.38"
"2011","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2011","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","154.21","-144.73","278.67","-834.68"
"2011","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2011","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2011","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","154.21","-144.73","278.67","-834.68"
"2011","BOP_Overall Balance (Millions of US Dollars)","-154.21","144.73","-278.67","834.68"
"2011","BOP_Reserves and Related Items (Millions of US Dollars)","154.21","-144.73","278.67","-834.68"
"2011","BOP_Other investments (Millions of US Dollars)","-393.05","-380.53","-743.21","2,328.79"
"2011","BOP_Net Errors and Omissions (Millions of US Dollars)","-177.23","-233.91","21.63","-1.94"
"2011","BOP_Capital (net) (Millions of US Dollars)","127.97","164.33","152.76","0.00"
"2011","BOP_Direct investments (Millions of US Dollars)","781.56","963.58","1,047.72","429.39"
"2011","BOP_ Financial and Capital Account (Millions of US Dollars)","516.48","747.38","457.27","2,758.18"
"2011","BOP_Transfers_Private (net) (Millions of US Dollars)","673.76","595.14","507.68","592.19"
"2011","BOP_Transfers_Official (net) (Millions of US Dollars)","83.60","81.06","63.99","0.00"
"2011","BOP_Income_Outflows (Millions of US Dollars)","-262.89","-175.86","-251.68","-595.03"
"2011","BOP_Transfers (net) (Millions of US Dollars)","757.36","676.20","571.67","592.19"
"2011","BOP_Income_Inflows (Millions of US Dollars)","13.85","13.84","13.84","13.84"
"2011","BOP_Services_Outflows (Millions of US Dollars)","-1,114.24","-708.99","-793.26","-1,049.99"
"2011","BOP_Income (net) (Millions of US Dollars)","-249.04","-162.02","-237.84","-581.19"
"2011","BOP_Services_Inflows (Millions of US Dollars)","352.19","478.49","460.83","518.61"
"2011","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","-253.73","283.68","1.40","-520.38"
"2011","BOP_Services (net) (Millions of US Dollars)","-762.05","-230.50","-332.43","-531.38"
"2011","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-693.13","-861.81","-600.61","-1,009.89"
"2011","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-3,344.03","-4,005.55","-4,098.27","-4,389.87"
"2011","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-2,650.90","-3,143.74","-3,497.66","-3,379.98"
"2011","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","488.64","602.59","539.63","419.28"
"2011","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","482.29","704.69","785.67","805.88"
"2011","BOP_Merchandise Exports_Gold (Millions of US Dollars)","1,151.47","1,257.34","1,310.77","1,200.64"
"2011","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","40.99","43.37","44.59","36.71"
"2011","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","940.91","745.14","658.64","526.18"
"2011","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","3,104.30","3,353.13","3,339.30","2,988.69"
"2011","BOP_Merchandise Trade Balance (Millions of US Dollars)","-239.73","-652.42","-758.97","-1,401.18"
"2011","BOP_Current Account (Millions of US Dollars)","-493.46","-368.74","-757.57","-1,921.56"
"2010","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2010","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2010","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","-152.02","-44.83","98.02","-1,363.84"
"2010","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2010","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","-152.02","-44.83","98.02","-1,363.84"
"2010","BOP_Overall Balance (Millions of US Dollars)","152.02","44.83","-98.02","1,363.84"
"2010","BOP_Reserves and Related Items (Millions of US Dollars)","-152.02","-44.83","98.02","-1,363.84"
"2010","BOP_Net Errors and Omissions (Millions of US Dollars)","-11.74","-269.52","108.90","340.16"
"2010","BOP_Direct investments (Millions of US Dollars)","551.43","840.14","619.69","516.10"
"2010","BOP_Other investments (Millions of US Dollars)","30.70","13.28","-196.19","1,351.92"
"2010","BOP_ Financial and Capital Account (Millions of US Dollars)","729.54","938.92","439.10","1,956.98"
"2010","BOP_Capital (net) (Millions of US Dollars)","147.41","85.50","15.60","88.96"
"2010","BOP_Transfers_Private (net) (Millions of US Dollars)","449.92","500.22","641.88","530.67"
"2010","BOP_Transfers_Official (net) (Millions of US Dollars)","109.91","37.83","52.00","0.00"
"2010","BOP_Transfers (net) (Millions of US Dollars)","559.83","538.05","693.88","530.67"
"2010","BOP_Income_Inflows (Millions of US Dollars)","13.23","13.23","13.23","13.23"
"2010","BOP_Income_Outflows (Millions of US Dollars)","-100.29","-131.84","-105.59","-250.15"
"2010","BOP_Income (net) (Millions of US Dollars)","-87.06","-118.61","-92.36","-236.92"
"2010","BOP_Services_Inflows (Millions of US Dollars)","361.29","332.06","332.06","451.90"
"2010","BOP_Services_Outflows (Millions of US Dollars)","-815.62","-722.85","-776.18","-757.79"
"2010","BOP_Services (net) (Millions of US Dollars)","-454.33","-390.79","-444.12","-305.89"
"2010","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","18.44","28.65","157.40","-12.14"
"2010","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-493.49","-608.50","-504.65","-629.29"
"2010","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-1,955.84","-2,114.85","-2,208.73","-2,406.76"
"2010","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-2,449.33","-2,723.35","-2,713.38","-3,036.05"
"2010","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","351.97","425.51","503.66","466.42"
"2010","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2010","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","43.69","46.56","45.85","53.37"
"2010","BOP_Merchandise Exports_Gold (Millions of US Dollars)","787.00","957.84","1,018.30","1,040.38"
"2010","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","682.45","640.22","342.15","554.72"
"2010","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","1,865.11","2,070.13","1,909.96","2,114.89"
"2010","BOP_Current Account (Millions of US Dollars)","-565.78","-624.57","-646.02","-933.30"
"2010","BOP_Merchandise Trade Balance (Millions of US Dollars)","-584.22","-653.22","-803.42","-921.16"
"2009","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2009","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","404.27","221.71","-246.80","-1,188.24"
"2009","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","105.55","0.00"
"2009","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","-455.27","0.00"
"2009","BOP_Reserves and Related Items (Millions of US Dollars)","404.27","221.71","-596.52","-1,188.24"
"2009","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","404.27","221.71","-596.52","-1,188.24"
"2009","BOP_Overall Balance (Millions of US Dollars)","-404.27","-221.71","596.52","1,188.24"
"2009","BOP_Net Errors and Omissions (Millions of US Dollars)","-123.25","-108.46","167.61","-243.43"
"2009","BOP_Other investments (Millions of US Dollars)","-254.47","-404.59","434.34","1,050.05"
"2009","BOP_Capital (net) (Millions of US Dollars)","149.24","166.57","121.00","127.08"
"2009","BOP_Direct investments (Millions of US Dollars)","426.00","477.45","359.95","414.44"
"2009","BOP_ Financial and Capital Account (Millions of US Dollars)","320.77","239.43","915.29","1,591.57"
"2009","BOP_Transfers_Official (net) (Millions of US Dollars)","137.19","44.17","5.72","102.54"
"2009","BOP_Transfers_Private (net) (Millions of US Dollars)","400.83","424.22","468.91","494.42"
"2009","BOP_Income_Outflows (Millions of US Dollars)","-95.49","-90.55","-87.43","-126.42"
"2009","BOP_Transfers (net) (Millions of US Dollars)","538.02","468.39","474.63","596.96"
"2009","BOP_Income_Inflows (Millions of US Dollars)","24.73","24.73","25.83","25.83"
"2009","BOP_Services_Outflows (Millions of US Dollars)","-772.51","-785.67","-659.48","-725.45"
"2009","BOP_Income (net) (Millions of US Dollars)","-70.76","-65.82","-61.60","-100.59"
"2009","BOP_Services_Inflows (Millions of US Dollars)","365.54","355.54","534.30","514.30"
"2009","BOP_Services (net) (Millions of US Dollars)","-406.97","-430.13","-125.18","-211.15"
"2009","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","60.29","-27.56","287.85","285.22"
"2009","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-277.42","-304.15","-414.37","-493.04"
"2009","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-2,112.29","-1,903.94","-1,919.37","-2,110.66"
"2009","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-1,834.87","-1,599.79","-1,505.00","-1,617.62"
"2009","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2009","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","280.95","335.85","313.84","311.84"
"2009","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","39.21","44.78","50.28","45.57"
"2009","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","548.10","516.71","223.61","577.61"
"2009","BOP_Merchandise Exports_Gold (Millions of US Dollars)","581.95","681.48","557.41","730.52"
"2009","BOP_Merchandise Trade Balance (Millions of US Dollars)","-662.08","-325.12","-774.23","-445.12"
"2009","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","1,450.21","1,578.82","1,145.14","1,665.54"
"2009","BOP_Current Account (Millions of US Dollars)","-601.79","-352.68","-486.38","-159.90"
"2008","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","261.90","520.77","-65.85","223.93"
"2008","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2008","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2008","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","261.90","520.77","-65.85","223.93"
"2008","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2008","BOP_Reserves and Related Items (Millions of US Dollars)","261.90","520.77","-65.85","223.93"
"2008","BOP_Net Errors and Omissions (Millions of US Dollars)","-236.46","57.67","93.83","-119.06"
"2008","BOP_Overall Balance (Millions of US Dollars)","-261.90","-520.77","65.85","-223.93"
"2008","BOP_Other investments (Millions of US Dollars)","518.57","-256.47","-214.04","183.45"
"2008","BOP_Direct investments (Millions of US Dollars)","129.93","204.87","1,355.14","421.65"
"2008","BOP_Capital (net) (Millions of US Dollars)","127.11","121.12","111.27","103.81"
"2008","BOP_Transfers_Official (net) (Millions of US Dollars)","137.64","85.87","3.09","14.51"
"2008","BOP_ Financial and Capital Account (Millions of US Dollars)","775.61","69.52","1,252.37","708.91"
"2008","BOP_Transfers_Private (net) (Millions of US Dollars)","507.63","486.89","495.58","480.29"
"2008","BOP_Transfers (net) (Millions of US Dollars)","645.27","572.76","498.67","494.80"
"2008","BOP_Income_Outflows (Millions of US Dollars)","-52.76","-113.17","-71.73","-106.58"
"2008","BOP_Income_Inflows (Millions of US Dollars)","25.96","17.03","17.03","25.55"
"2008","BOP_Services_Outflows (Millions of US Dollars)","-626.16","-535.96","-586.46","-549.49"
"2008","BOP_Income (net) (Millions of US Dollars)","-26.80","-96.14","-54.70","-81.03"
"2008","BOP_Services (net) (Millions of US Dollars)","-260.49","-128.55","-119.96","11.82"
"2008","BOP_Services_Inflows (Millions of US Dollars)","365.67","407.41","466.50","561.31"
"2008","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","357.98","348.07","324.01","425.59"
"2008","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-1,830.00","-1,844.39","-2,142.07","-2,095.30"
"2008","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-643.90","-682.59","-691.15","-339.11"
"2008","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-2,473.90","-2,526.98","-2,833.22","-2,434.41"
"2008","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","233.26","354.24","349.26","282.93"
"2008","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2008","BOP_Merchandise Exports_Timber & Timber Products (Millions of US Dollars)","69.50","79.72","85.52","82.05"
"2008","BOP_Merchandise Exports_Gold (Millions of US Dollars)","608.92","590.23","551.86","495.24"
"2008","BOP_Merchandise Exports (f.o.b) Millions of US Dollars)","1,314.88","1,530.95","1,228.86","1,195.04"
"2008","BOP_Merchandise Exports_Cocoa beans & Products (Millions of US Dollars)","403.20","506.76","242.22","334.82"
"2008","BOP_Merchandise Trade Balance (Millions of US Dollars)","-1,159.03","-996.03","-1,604.36","-1,239.37"
"2008","BOP_Current Account (Millions of US Dollars)","-801.05","-647.96","-1,280.35","-813.78"
"2007","BOP_Exceptional Financing (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2007","BOP_Reserves_Other Reserve Changes (Millions of US Dollars)","335.12","-210.81","442.67","-980.09"
"2007","BOP_Reserves_Holdings of SDR (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2007","BOP_Reserves_IMF Position (net) (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2007","BOP_Reserves and Related Items (Millions of US Dollars)","335.12","-210.81","442.67","-980.09"
"2007","BOP_Reserves_Changes in International Reserves (Millions of US Dollars)","335.12","-210.81","442.67","-980.09"
"2007","BOP_Overall Balance (Millions of US Dollars)","-335.12","210.81","-442.67","980.09"
"2007","BOP_Net Errors and Omissions (Millions of US Dollars)","-31.67","61.08","-9.62","3.37"
"2007","BOP_Other investments (Millions of US Dollars)","37.66","77.82","108.56","1,208.87"
"2007","BOP_Direct investments (Millions of US Dollars)","23.57","240.19","260.62","446.00"
"2007","BOP_Capital (net) (Millions of US Dollars)","58.24","48.56","56.80","24.54"
"2007","BOP_Transfers_Official (net) (Millions of US Dollars)","76.12","86.93","5.40","40.92"
"2007","BOP_ Financial and Capital Account (Millions of US Dollars)","119.47","366.57","425.98","1,679.41"
"2007","BOP_Transfers (net) (Millions of US Dollars)","437.19","467.92","513.56","624.51"
"2007","BOP_Transfers_Private (net) (Millions of US Dollars)","361.07","380.99","508.16","583.59"
"2007","BOP_Income_Outflows (Millions of US Dollars)","-45.96","-48.41","-43.05","-85.19"
"2007","BOP_Income (net) (Millions of US Dollars)","-20.00","-31.38","-22.55","-64.69"
"2007","BOP_Income_Inflows (Millions of US Dollars)","25.96","17.03","20.50","20.50"
"2007","BOP_Services_Outflows (Millions of US Dollars)","-569.99","-428.90","-477.55","-517.49"
"2007","BOP_Services (net) (Millions of US Dollars)","-222.28","59.52","-31.93","-17.37"
"2007","BOP_Services_Inflows (Millions of US Dollars)","347.71","488.42","445.62","500.12"
"2007","BOP_Balance on Services, Income and Transfers (Millions of US Dollars)","194.91","496.06","459.08","542.45"
"2007","BOP_Merchandise Imports_Non-oil (Millions of US Dollars)","-1,313.27","-1,313.68","-1,571.88","-1,772.29"
"2007","BOP_Merchandise Imports_Oil & Gas (Millions of US Dollars)","-346.05","-500.58","-677.26","-571.11"
"2007","BOP_Merchandise Exports_Other Exports (Millions of US Dollars)","203.61","254.82","273.05","325.25"
"2007","BOP_Merchandise Imports (f.o.b) (Millions of US Dollars)","-1,659.32","-1,814.26","-2,249.14","-2,343.40"
"2007","BOP_Merchandise Exports_Crude Oil  (Millions of US Dollars)","0.00","0.00","0.00","0.00"
"2007","BOP_Merchandise Exports_Gold (Millions of US Dollars)","395.00","426.00","426.35","486.43"
